trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
475,True,"{'a': 0.0, 'e': 0.0}",30,20,15.039275224491089,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,True,"{'a': 0.0, 'e': 0.0}",20,7,24.44647843009913,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,True,"{'a': 0.0, 'e': 0.0}",20,8,20.952335317150123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,True,"{'a': 0.0, 'e': 0.0}",25,13,26.178762531626845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,True,"{'a': 0.0, 'e': 0.0}",20,16,7.29184108282071,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,True,"{'a': 0.0, 'e': 0.0}",20,4,32.258440448174035,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,True,"{'a': 0.0, 'e': 0.0}",25,16,12.827071868906922,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,True,"{'a': 0.0, 'e': 0.0}",20,6,22.20402866659312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,True,"{'a': 0.0, 'e': 0.0}",20,9,21.661138156702545,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,True,"{'a': 0.0, 'e': 0.0}",25,14,17.21156044546948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,True,"{'a': 0.0, 'e': 0.0}",30,18,21.655978246880395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,True,"{'a': 0.0, 'e': 0.0}",35,18,31.767878357832664,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,True,"{'a': 0.0, 'e': 0.0}",25,13,22.273885812270446,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,True,"{'a': 0.0, 'e': 0.0}",20,6,25.889206896516477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,True,"{'a': 0.0, 'e': 0.0}",30,19,18.775722662047315,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,True,"{'a': 0.0, 'e': 0.0}",20,9,18.801358604157127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,True,"{'a': 0.0, 'e': 0.0}",25,18,16.37917463770489,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,True,"{'a': 0.0, 'e': 0.0}",25,17,15.625061583793634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,True,"{'a': 0.0, 'e': 0.0}",25,18,12.507776726154532,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,True,"{'a': 0.0, 'e': 0.0}",20,8,19.577698367352873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,True,"{'a': 0.0, 'e': 0.0}",20,14,11.07376460276174,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,True,"{'a': 0.0, 'e': 0.0}",20,16,8.449848288876641,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,True,"{'a': 0.0, 'e': 0.0}",30,19,23.432097677720346,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,True,"{'a': 0.0, 'e': 0.0}",20,14,12.495781204061469,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,True,"{'a': 0.0, 'e': 0.0}",25,13,23.94210571185414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,True,"{'a': 0.0, 'e': 0.0}",25,11,28.01142251904883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,True,"{'a': 0.0, 'e': 0.0}",20,10,19.35675082639228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,True,"{'a': 0.0, 'e': 0.0}",20,12,15.026885040548414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,True,"{'a': 0.0, 'e': 0.0}",25,7,35.52280504843163,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,True,"{'a': 0.0, 'e': 0.0}",20,14,12.384479045916713,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,True,"{'a': 0.0, 'e': 0.0}",20,12,13.442408183438845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,True,"{'a': 0.0, 'e': 0.0}",20,2,30.08903524590391,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,True,"{'a': 0.0, 'e': 0.0}",30,18,24.20813501472017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,True,"{'a': 0.0, 'e': 0.0}",20,8,22.45280091097509,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,True,"{'a': 0.0, 'e': 0.0}",25,13,24.207295952303312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,True,"{'a': 0.0, 'e': 0.0}",25,16,20.451984469786844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,True,"{'a': 0.0, 'e': 0.0}",25,13,21.722834282003387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,True,"{'a': 0.0, 'e': 0.0}",30,18,26.100416252005726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,True,"{'a': 0.0, 'e': 0.0}",20,16,7.959508930186134,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,True,"{'a': 0.0, 'e': 0.0}",20,9,21.890689750814822,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,True,"{'a': 0.0, 'e': 0.0}",20,8,20.193805155636284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,True,"{'a': 0.0, 'e': 0.0}",30,20,16.326033690682323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,True,"{'a': 0.0, 'e': 0.0}",25,18,13.140566976495734,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,True,"{'a': 0.0, 'e': 0.0}",30,18,23.75194925838082,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,True,"{'a': 0.0, 'e': 0.0}",25,15,18.003110085877807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,True,"{'a': 0.0, 'e': 0.0}",30,14,31.68092536883283,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,True,"{'a': 0.0, 'e': 0.0}",20,11,20.314595284909572,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,True,"{'a': 0.0, 'e': 0.0}",20,8,16.845292593431758,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,True,"{'a': 0.0, 'e': 0.0}",25,20,10.390301474959186,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,True,"{'a': 0.0, 'e': 0.0}",20,11,15.559500161609304,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,True,"{'a': 0.0, 'e': 0.0}",30,21,19.017015025927197,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,True,"{'a': 0.0, 'e': 0.0}",25,11,24.080524413381507,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,True,"{'a': 0.0, 'e': 0.0}",25,18,13.518356676073164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,True,"{'a': 0.0, 'e': 0.0}",20,12,15.20619139338548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,True,"{'a': 0.0, 'e': 0.0}",20,13,15.171552514888063,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,True,"{'a': 0.0, 'e': 0.0}",30,13,35.03929464660897,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,True,"{'a': 0.0, 'e': 0.0}",20,15,9.943867736847945,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,True,"{'a': 0.0, 'e': 0.0}",30,10,35.12286477118834,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,True,"{'a': 0.0, 'e': 0.0}",20,11,17.76298209377106,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,True,"{'a': 0.0, 'e': 0.0}",25,13,24.42553562832728,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,True,"{'a': 0.0, 'e': 0.0}",35,17,34.09647517787071,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,True,"{'a': 0.0, 'e': 0.0}",25,18,13.126409300603381,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,True,"{'a': 0.0, 'e': 0.0}",20,16,9.868867238999835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,True,"{'a': 0.0, 'e': 0.0}",25,10,29.438155069880896,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,True,"{'a': 0.0, 'e': 0.0}",25,12,24.556437406986337,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,True,"{'a': 0.0, 'e': 0.0}",25,18,13.273770040758011,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,True,"{'a': 0.0, 'e': 0.0}",20,6,25.609581817949174,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,True,"{'a': 0.0, 'e': 0.0}",20,14,9.86549332066784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,True,"{'a': 0.0, 'e': 0.0}",25,10,27.78573264998758,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,True,"{'a': 0.0, 'e': 0.0}",25,13,25.566510355767157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,True,"{'a': 0.0, 'e': 0.0}",30,22,16.09941788454703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,True,"{'a': 0.0, 'e': 0.0}",35,23,22.00358783521143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,True,"{'a': 0.0, 'e': 0.0}",30,18,21.635853575798922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,True,"{'a': 0.0, 'e': 0.0}",20,10,19.65658138442465,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,True,"{'a': 0.0, 'e': 0.0}",25,11,22.19158613974593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,True,"{'a': 0.0, 'e': 0.0}",20,12,17.35059289475421,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,True,"{'a': 0.0, 'e': 0.0}",20,12,15.508627982673776,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,True,"{'a': 0.0, 'e': 0.0}",20,10,19.177497181245325,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,True,"{'a': 0.0, 'e': 0.0}",20,8,22.492098863712194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,True,"{'a': 0.0, 'e': 0.0}",25,20,8.632078396595233,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,True,"{'a': 0.0, 'e': 0.0}",20,6,25.03630552020773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,True,"{'a': 0.0, 'e': 0.0}",25,16,19.428720111710355,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,True,"{'a': 0.0, 'e': 0.0}",20,6,31.282635655373486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,True,"{'a': 0.0, 'e': 0.0}",25,14,24.39620054029459,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,True,"{'a': 0.0, 'e': 0.0}",20,12,12.22453628440764,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,True,"{'a': 0.0, 'e': 0.0}",25,11,25.694388623945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,True,"{'a': 0.0, 'e': 0.0}",30,9,39.30116761767762,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,True,"{'a': 0.0, 'e': 0.0}",20,8,23.06774435001851,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,True,"{'a': 0.0, 'e': 0.0}",20,11,15.17721256170373,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,True,"{'a': 0.0, 'e': 0.0}",20,10,22.198808872319674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,True,"{'a': 0.0, 'e': 0.0}",35,15,33.16565745396623,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,True,"{'a': 0.0, 'e': 0.0}",30,18,22.97365724246567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,True,"{'a': 0.0, 'e': 0.0}",20,11,18.856493503549643,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,True,"{'a': 0.0, 'e': 0.0}",20,12,16.963883163486607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,True,"{'a': 0.0, 'e': 0.0}",20,13,12.410398786653523,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,True,"{'a': 0.0, 'e': 0.0}",25,11,26.833370076866217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,True,"{'a': 0.0, 'e': 0.0}",20,13,10.421249003010935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,True,"{'a': 0.0, 'e': 0.0}",20,16,7.124705784962254,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,True,"{'a': 0.0, 'e': 0.0}",25,17,13.094211331083386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,True,"{'a': 0.0, 'e': 0.0}",30,16,26.345666699855705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,True,"{'a': 0.0, 'e': 0.0}",20,16,8.546791524490269,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,True,"{'a': 0.0, 'e': 0.0}",20,6,27.661111191348606,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,True,"{'a': 0.0, 'e': 0.0}",20,11,18.80889551985164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,True,"{'a': 0.0, 'e': 0.0}",25,13,26.539352204049514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,True,"{'a': 0.0, 'e': 0.0}",20,13,14.686327638812196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,True,"{'a': 0.0, 'e': 0.0}",25,5,36.47697020092436,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,True,"{'a': 0.0, 'e': 0.0}",25,16,17.796816647217643,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,True,"{'a': 0.0, 'e': 0.0}",20,12,17.421001991384525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,True,"{'a': 0.0, 'e': 0.0}",25,13,22.768905050384276,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,True,"{'a': 0.0, 'e': 0.0}",20,6,24.278311741982016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,True,"{'a': 0.0, 'e': 0.0}",35,18,31.507080554928685,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,True,"{'a': 0.0, 'e': 0.0}",20,15,7.539087033125654,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,True,"{'a': 0.0, 'e': 0.0}",20,13,14.137159978494704,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,True,"{'a': 0.0, 'e': 0.0}",20,9,19.87985669679237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,True,"{'a': 0.0, 'e': 0.0}",35,20,27.44938759379078,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,True,"{'a': 0.0, 'e': 0.0}",35,24,20.158512137130952,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,True,"{'a': 0.0, 'e': 0.0}",20,11,20.359243206479785,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,True,"{'a': 0.0, 'e': 0.0}",20,9,20.377390042258863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,True,"{'a': 0.0, 'e': 0.0}",25,12,26.090632306824485,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,True,"{'a': 0.0, 'e': 0.0}",25,10,27.26015324749835,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,True,"{'a': 0.0, 'e': 0.0}",30,20,22.419160481629127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,True,"{'a': 0.0, 'e': 0.0}",30,11,37.553027562270856,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,True,"{'a': 0.0, 'e': 0.0}",20,3,24.980069554229402,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,True,"{'a': 0.0, 'e': 0.0}",25,12,22.53684527296041,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,True,"{'a': 0.0, 'e': 0.0}",20,16,9.244681489399028,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,True,"{'a': 0.0, 'e': 0.0}",20,10,19.51180465397266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,True,"{'a': 0.0, 'e': 0.0}",25,14,20.23614223245173,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,True,"{'a': 0.0, 'e': 0.0}",20,13,12.7929100463238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,True,"{'a': 0.0, 'e': 0.0}",30,19,22.360880960133336,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,True,"{'a': 0.0, 'e': 0.0}",25,16,16.96312233360047,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,True,"{'a': 0.0, 'e': 0.0}",25,17,16.118119422114322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,True,"{'a': 0.0, 'e': 0.0}",25,11,24.784264335445382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,True,"{'a': 0.0, 'e': 0.0}",25,15,15.309731945753072,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,True,"{'a': 0.0, 'e': 0.0}",25,12,29.822522928441526,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,True,"{'a': 0.0, 'e': 0.0}",20,10,17.252589542170725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,True,"{'a': 0.0, 'e': 0.0}",20,8,22.04724924814505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,True,"{'a': 0.0, 'e': 0.0}",25,7,30.13826071833341,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,True,"{'a': 0.0, 'e': 0.0}",25,11,28.843088347887548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,True,"{'a': 0.0, 'e': 0.0}",30,18,23.16334372145076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,True,"{'a': 0.0, 'e': 0.0}",20,10,18.294972222971122,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,True,"{'a': 0.0, 'e': 0.0}",20,15,10.518519263133381,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,True,"{'a': 0.0, 'e': 0.0}",25,13,22.30042333872748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,True,"{'a': 0.0, 'e': 0.0}",20,13,13.949842405703432,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,True,"{'a': 0.0, 'e': 0.0}",35,27,12.762815477793676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,True,"{'a': 0.0, 'e': 0.0}",25,10,28.23527202838217,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,True,"{'a': 0.0, 'e': 0.0}",35,21,27.12709963916603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,True,"{'a': 0.0, 'e': 0.0}",20,16,6.953398609565648,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,True,"{'a': 0.0, 'e': 0.0}",20,12,17.150238407446125,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,True,"{'a': 0.0, 'e': 0.0}",35,21,23.547127526639898,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,True,"{'a': 0.0, 'e': 0.0}",20,7,27.359048148015727,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,True,"{'a': 0.0, 'e': 0.0}",30,22,15.240744595930094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,True,"{'a': 0.0, 'e': 0.0}",20,9,23.551596025144377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,True,"{'a': 0.0, 'e': 0.0}",20,13,13.309437727281665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,True,"{'a': 0.0, 'e': 0.0}",30,18,22.693186757283176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,True,"{'a': 0.0, 'e': 0.0}",30,13,35.6105928892314,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,True,"{'a': 0.0, 'e': 0.0}",20,9,21.19154096098725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,True,"{'a': 0.0, 'e': 0.0}",35,21,25.815092777487454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,True,"{'a': 0.0, 'e': 0.0}",25,6,36.9189058131218,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,True,"{'a': 0.0, 'e': 0.0}",30,16,23.776906481523135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,True,"{'a': 0.0, 'e': 0.0}",20,12,13.686431619754561,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,True,"{'a': 0.0, 'e': 0.0}",25,19,11.081255041801775,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,True,"{'a': 0.0, 'e': 0.0}",20,10,21.640527949158468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,True,"{'a': 0.0, 'e': 0.0}",25,11,28.778941863743224,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,True,"{'a': 0.0, 'e': 0.0}",25,15,21.36893362469602,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,True,"{'a': 0.0, 'e': 0.0}",25,12,22.55418226266428,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,True,"{'a': 0.0, 'e': 0.0}",25,11,23.63735205711956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,True,"{'a': 0.0, 'e': 0.0}",30,21,17.228867127653015,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,True,"{'a': 0.0, 'e': 0.0}",25,16,17.93285330011957,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,True,"{'a': 0.0, 'e': 0.0}",30,16,26.950818865212337,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,True,"{'a': 0.0, 'e': 0.0}",25,9,30.203943446844736,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,True,"{'a': 0.0, 'e': 0.0}",25,9,28.033680662699936,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,True,"{'a': 0.0, 'e': 0.0}",20,15,9.232433931043587,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,True,"{'a': 0.0, 'e': 0.0}",20,14,13.142196907816931,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,True,"{'a': 0.0, 'e': 0.0}",20,13,13.211148998222413,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,True,"{'a': 0.0, 'e': 0.0}",30,22,15.366164200334751,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,True,"{'a': 0.0, 'e': 0.0}",20,10,20.187796598319746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,True,"{'a': 0.0, 'e': 0.0}",20,14,9.57035546714683,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,True,"{'a': 0.0, 'e': 0.0}",20,9,19.76177885835944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,True,"{'a': 0.0, 'e': 0.0}",20,9,22.738803880144346,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,True,"{'a': 0.0, 'e': 0.0}",35,21,26.676262779028356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,True,"{'a': 0.0, 'e': 0.0}",25,19,11.636035105857836,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,True,"{'a': 0.0, 'e': 0.0}",20,15,8.51279672040362,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,True,"{'a': 0.0, 'e': 0.0}",25,8,34.061778595063,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,True,"{'a': 0.0, 'e': 0.0}",20,9,16.626735282377272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,True,"{'a': 0.0, 'e': 0.0}",25,17,17.525696581415623,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,True,"{'a': 0.0, 'e': 0.0}",30,16,29.302758457039232,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,True,"{'a': 0.0, 'e': 0.0}",20,7,24.745139406046352,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,True,"{'a': 0.0, 'e': 0.0}",25,11,29.5619616610185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,True,"{'a': 0.0, 'e': 0.0}",20,13,14.859642881491771,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,True,"{'a': 0.0, 'e': 0.0}",30,22,16.528700965908705,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,True,"{'a': 0.0, 'e': 0.0}",20,10,18.69636993411859,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,True,"{'a': 0.0, 'e': 0.0}",25,20,8.578519485130077,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,True,"{'a': 0.0, 'e': 0.0}",20,15,9.751317930414723,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,True,"{'a': 0.0, 'e': 0.0}",25,16,15.133069021460486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,True,"{'a': 0.0, 'e': 0.0}",20,8,20.42651868555686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,True,"{'a': 0.0, 'e': 0.0}",30,17,23.16543953716424,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,True,"{'a': 0.0, 'e': 0.0}",30,16,26.205307290869236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,True,"{'a': 0.0, 'e': 0.0}",20,12,16.256167347533644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,True,"{'a': 0.0, 'e': 0.0}",25,15,20.37685057550623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
